"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Census Region"	"Census Region Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"42 years"	"42"	"2007"	"2007"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	505	358158	141.0
	"42 years"	"42"	"2007"	"2007"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	13	24098	Unreliable
	"42 years"	"42"	"2007"	"2007"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	715	440817	162.2
	"42 years"	"42"	"2007"	"2007"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	87	110798	78.5
	"42 years"	"42"	"2007"	"2007"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1424	686569	207.4
	"42 years"	"42"	"2007"	"2007"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	121	123046	98.3
	"42 years"	"42"	"2007"	"2007"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	473	306603	154.3
	"42 years"	"42"	"2007"	"2007"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	111	46745	237.5
	"42 years"	"42"	"2007"	"2007"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	862	349406	246.7
	"42 years"	"42"	"2007"	"2007"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	48	27904	172.0
	"42 years"	"42"	"2007"	"2007"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1109	435920	254.4
	"42 years"	"42"	"2007"	"2007"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	226	116879	193.4
	"42 years"	"42"	"2007"	"2007"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2268	665700	340.7
	"42 years"	"42"	"2007"	"2007"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	291	130907	222.3
	"42 years"	"42"	"2007"	"2007"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	854	317365	269.1
	"42 years"	"42"	"2008"	"2008"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	50	47182	106.0
	"42 years"	"42"	"2008"	"2008"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	477	333741	142.9
	"42 years"	"42"	"2008"	"2008"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	13	24619	Unreliable
	"42 years"	"42"	"2008"	"2008"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	683	405843	168.3
	"42 years"	"42"	"2008"	"2008"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	100	110711	90.3
	"42 years"	"42"	"2008"	"2008"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1404	638058	220.0
	"42 years"	"42"	"2008"	"2008"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	117	121426	96.4
	"42 years"	"42"	"2008"	"2008"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	459	276230	166.2
	"42 years"	"42"	"2008"	"2008"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	117	46150	253.5
	"42 years"	"42"	"2008"	"2008"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	801	321483	249.2
	"42 years"	"42"	"2008"	"2008"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	56	27945	200.4
	"42 years"	"42"	"2008"	"2008"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1034	402912	256.6
	"42 years"	"42"	"2008"	"2008"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	224	117040	191.4
	"42 years"	"42"	"2008"	"2008"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2038	618050	329.7
	"42 years"	"42"	"2008"	"2008"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	289	129628	222.9
	"42 years"	"42"	"2008"	"2008"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	798	286224	278.8
	"42 years"	"42"	"2009"	"2009"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	56	46943	119.3
	"42 years"	"42"	"2009"	"2009"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	461	319004	144.5
	"42 years"	"42"	"2009"	"2009"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	27	25063	107.7
	"42 years"	"42"	"2009"	"2009"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	616	393733	156.5
	"42 years"	"42"	"2009"	"2009"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	93	113047	82.3
	"42 years"	"42"	"2009"	"2009"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1309	614144	213.1
	"42 years"	"42"	"2009"	"2009"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	141	122412	115.2
	"42 years"	"42"	"2009"	"2009"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	435	269438	161.4
	"42 years"	"42"	"2009"	"2009"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	103	45347	227.1
	"42 years"	"42"	"2009"	"2009"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	785	306312	256.3
	"42 years"	"42"	"2009"	"2009"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	57	28347	201.1
	"42 years"	"42"	"2009"	"2009"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	985	388366	253.6
	"42 years"	"42"	"2009"	"2009"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	217	117028	185.4
	"42 years"	"42"	"2009"	"2009"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2032	595178	341.4
	"42 years"	"42"	"2009"	"2009"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	270	129185	209.0
	"42 years"	"42"	"2009"	"2009"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	762	279905	272.2
	"42 years"	"42"	"2010"	"2010"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	39	48119	81.0
	"42 years"	"42"	"2010"	"2010"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	403	310774	129.7
	"42 years"	"42"	"2010"	"2010"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	13	26366	Unreliable
	"42 years"	"42"	"2010"	"2010"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	585	382689	152.9
	"42 years"	"42"	"2010"	"2010"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	106	116393	91.1
	"42 years"	"42"	"2010"	"2010"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1260	607705	207.3
	"42 years"	"42"	"2010"	"2010"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	112	127201	88.0
	"42 years"	"42"	"2010"	"2010"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	443	266626	166.2
	"42 years"	"42"	"2010"	"2010"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	86	46817	183.7
	"42 years"	"42"	"2010"	"2010"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	681	299760	227.2
	"42 years"	"42"	"2010"	"2010"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	56	29766	188.1
	"42 years"	"42"	"2010"	"2010"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	973	380238	255.9
	"42 years"	"42"	"2010"	"2010"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	205	121630	168.5
	"42 years"	"42"	"2010"	"2010"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1907	590056	323.2
	"42 years"	"42"	"2010"	"2010"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	253	134669	187.9
	"42 years"	"42"	"2010"	"2010"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	688	278941	246.6
	"42 years"	"42"	"2011"	"2011"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	54	48425	111.5
	"42 years"	"42"	"2011"	"2011"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	453	308098	147.0
	"42 years"	"42"	"2011"	"2011"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	18	27639	Unreliable
	"42 years"	"42"	"2011"	"2011"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	649	385816	168.2
	"42 years"	"42"	"2011"	"2011"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	106	120193	88.2
	"42 years"	"42"	"2011"	"2011"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1311	619041	211.8
	"42 years"	"42"	"2011"	"2011"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	123	131461	93.6
	"42 years"	"42"	"2011"	"2011"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	469	275319	170.3
	"42 years"	"42"	"2011"	"2011"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	94	47503	197.9
	"42 years"	"42"	"2011"	"2011"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	696	296913	234.4
	"42 years"	"42"	"2011"	"2011"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	52	31315	166.1
	"42 years"	"42"	"2011"	"2011"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	967	384304	251.6
	"42 years"	"42"	"2011"	"2011"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	208	127425	163.2
	"42 years"	"42"	"2011"	"2011"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1888	600952	314.2
	"42 years"	"42"	"2011"	"2011"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	265	138454	191.4
	"42 years"	"42"	"2011"	"2011"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	719	286622	250.9
	"42 years"	"42"	"2012"	"2012"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	47	51044	92.1
	"42 years"	"42"	"2012"	"2012"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	416	317975	130.8
	"42 years"	"42"	"2012"	"2012"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	24	30137	79.6
	"42 years"	"42"	"2012"	"2012"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	629	400897	156.9
	"42 years"	"42"	"2012"	"2012"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	128	128615	99.5
	"42 years"	"42"	"2012"	"2012"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1321	650903	202.9
	"42 years"	"42"	"2012"	"2012"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	128	139928	91.5
	"42 years"	"42"	"2012"	"2012"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	431	292724	147.2
	"42 years"	"42"	"2012"	"2012"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	92	51549	178.5
	"42 years"	"42"	"2012"	"2012"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	678	309847	218.8
	"42 years"	"42"	"2012"	"2012"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	56	33571	166.8
	"42 years"	"42"	"2012"	"2012"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	991	399737	247.9
	"42 years"	"42"	"2012"	"2012"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	247	136482	181.0
	"42 years"	"42"	"2012"	"2012"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1869	630805	296.3
	"42 years"	"42"	"2012"	"2012"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	236	146878	160.7
	"42 years"	"42"	"2012"	"2012"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	695	307183	226.2
	"42 years"	"42"	"2013"	"2013"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	48	51689	92.9
	"42 years"	"42"	"2013"	"2013"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	434	304596	142.5
	"42 years"	"42"	"2013"	"2013"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	23	30678	75.0
	"42 years"	"42"	"2013"	"2013"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	667	397740	167.7
	"42 years"	"42"	"2013"	"2013"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	129	133534	96.6
	"42 years"	"42"	"2013"	"2013"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1358	653708	207.7
	"42 years"	"42"	"2013"	"2013"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	131	139089	94.2
	"42 years"	"42"	"2013"	"2013"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	399	279662	142.7
	"42 years"	"42"	"2013"	"2013"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	102	50740	201.0
	"42 years"	"42"	"2013"	"2013"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	722	292817	246.6
	"42 years"	"42"	"2013"	"2013"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	41	33987	120.6
	"42 years"	"42"	"2013"	"2013"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1030	394652	261.0
	"42 years"	"42"	"2013"	"2013"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	243	138556	175.4
	"42 years"	"42"	"2013"	"2013"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1936	629441	307.6
	"42 years"	"42"	"2013"	"2013"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	269	142498	188.8
	"42 years"	"42"	"2013"	"2013"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	740	293538	252.1
	"43 years"	"43"	"1999"	"1999"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	48	35395	135.6
	"43 years"	"43"	"1999"	"1999"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	683	375842	181.7
	"43 years"	"43"	"1999"	"1999"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	17	15641	Unreliable
	"43 years"	"43"	"1999"	"1999"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	836	473356	176.6
	"43 years"	"43"	"1999"	"1999"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	79	67413	117.2
	"43 years"	"43"	"1999"	"1999"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1520	673817	225.6
	"43 years"	"43"	"1999"	"1999"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	108	84219	128.2
	"43 years"	"43"	"1999"	"1999"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	614	337106	182.1
	"43 years"	"43"	"1999"	"1999"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	121	32228	375.4
	"43 years"	"43"	"1999"	"1999"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1093	359513	304.0
	"43 years"	"43"	"1999"	"1999"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	51	17654	288.9
	"43 years"	"43"	"1999"	"1999"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1492	462810	322.4
	"43 years"	"43"	"1999"	"1999"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	183	69800	262.2
	"43 years"	"43"	"1999"	"1999"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2714	646504	419.8
	"43 years"	"43"	"1999"	"1999"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	216	86842	248.7
	"43 years"	"43"	"1999"	"1999"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1070	339664	315.0
	"43 years"	"43"	"2000"	"2000"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	54	35152	153.6
	"43 years"	"43"	"2000"	"2000"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	674	381378	176.7
	"43 years"	"43"	"2000"	"2000"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	15	15912	Unreliable
	"43 years"	"43"	"2000"	"2000"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	920	485677	189.4
	"43 years"	"43"	"2000"	"2000"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	81	70096	115.6
	"43 years"	"43"	"2000"	"2000"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1602	692315	231.4
	"43 years"	"43"	"2000"	"2000"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	123	86719	141.8
	"43 years"	"43"	"2000"	"2000"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	669	342680	195.2
	"43 years"	"43"	"2000"	"2000"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	130	32458	400.5
	"43 years"	"43"	"2000"	"2000"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1153	366739	314.4
	"43 years"	"43"	"2000"	"2000"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	49	18320	267.5
	"43 years"	"43"	"2000"	"2000"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1477	477022	309.6
	"43 years"	"43"	"2000"	"2000"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	194	73240	264.9
	"43 years"	"43"	"2000"	"2000"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2788	667254	417.8
	"43 years"	"43"	"2000"	"2000"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	250	89471	279.4
	"43 years"	"43"	"2000"	"2000"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1053	346448	303.9
	"43 years"	"43"	"2001"	"2001"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	60	36180	165.8
	"43 years"	"43"	"2001"	"2001"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	734	389527	188.4
	"43 years"	"43"	"2001"	"2001"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	17	17125	Unreliable
	"43 years"	"43"	"2001"	"2001"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	896	495658	180.8
	"43 years"	"43"	"2001"	"2001"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	98	74636	131.3
	"43 years"	"43"	"2001"	"2001"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1687	704685	239.4
	"43 years"	"43"	"2001"	"2001"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	118	92528	127.5
	"43 years"	"43"	"2001"	"2001"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	665	345738	192.3
	"43 years"	"43"	"2001"	"2001"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	109	34507	315.9
	"43 years"	"43"	"2001"	"2001"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1183	377041	313.8
	"43 years"	"43"	"2001"	"2001"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	48	19509	246.0
	"43 years"	"43"	"2001"	"2001"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1509	486390	310.2
	"43 years"	"43"	"2001"	"2001"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	206	78944	260.9
	"43 years"	"43"	"2001"	"2001"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2773	682227	406.5
	"43 years"	"43"	"2001"	"2001"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	262	96098	272.6
	"43 years"	"43"	"2001"	"2001"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1087	351691	309.1
	"43 years"	"43"	"2002"	"2002"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	61	38651	157.8
	"43 years"	"43"	"2002"	"2002"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	705	388789	181.3
	"43 years"	"43"	"2002"	"2002"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	24	18103	132.6
	"43 years"	"43"	"2002"	"2002"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	999	489174	204.2
	"43 years"	"43"	"2002"	"2002"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	116	79398	146.1
	"43 years"	"43"	"2002"	"2002"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	1737	703231	247.0
	"43 years"	"43"	"2002"	"2002"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	133	96683	137.6
	"43 years"	"43"	"2002"	"2002"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	655	338031	193.8
	"43 years"	"43"	"2002"	"2002"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	125	36573	341.8
	"43 years"	"43"	"2002"	"2002"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1136	374099	303.7
	"43 years"	"43"	"2002"	"2002"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	46	20657	222.7
	"43 years"	"43"	"2002"	"2002"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1467	480989	305.0
